"category","topic","tree_header","term","tree_number","descriptor_id"
"Phenomena and Processes","Physical Phenomena","G01","Protein Denaturation","G01.154.100.640.750.500","http://id.nlm.nih.gov/mesh/D011489"
"Phenomena and Processes","Physical Phenomena","G01","RNA Folding","G01.154.100.820","http://id.nlm.nih.gov/mesh/D059370"
"Phenomena and Processes","Physical Phenomena","G01","Membrane Fluidity","G01.154.500","http://id.nlm.nih.gov/mesh/D008560"
"Phenomena and Processes","Physical Phenomena","G01","Membrane Potentials","G01.154.535","http://id.nlm.nih.gov/mesh/D008564"
"Phenomena and Processes","Physical Phenomena","G01","Seed Dispersal","G01.154.767","http://id.nlm.nih.gov/mesh/D058614"
"Phenomena and Processes","Physical Phenomena","G01","Elementary Particles","G01.249","http://id.nlm.nih.gov/mesh/D004601"
"Phenomena and Processes","Physical Phenomena","G01","Electrons","G01.249.335","http://id.nlm.nih.gov/mesh/D004583"
"Phenomena and Processes","Physical Phenomena","G01","Heavy Ions","G01.249.467","http://id.nlm.nih.gov/mesh/D020450"
"Phenomena and Processes","Physical Phenomena","G01","Mesons","G01.249.600","http://id.nlm.nih.gov/mesh/D008651"
"Phenomena and Processes","Physical Phenomena","G01","Neutrons","G01.249.645","http://id.nlm.nih.gov/mesh/D009502"
"Phenomena and Processes","Physical Phenomena","G01","Fast Neutrons","G01.249.645.368","http://id.nlm.nih.gov/mesh/D005214"
"Phenomena and Processes","Physical Phenomena","G01","Phonons","G01.249.675","http://id.nlm.nih.gov/mesh/D060739"
"Phenomena and Processes","Physical Phenomena","G01","Photons","G01.249.705","http://id.nlm.nih.gov/mesh/D017785"
"Phenomena and Processes","Physical Phenomena","G01","Protons","G01.249.765","http://id.nlm.nih.gov/mesh/D011522"
"Phenomena and Processes","Physical Phenomena","G01","Geological Phenomena","G01.311","http://id.nlm.nih.gov/mesh/D055593"
"Phenomena and Processes","Physical Phenomena","G01","Caves","G01.311.169","http://id.nlm.nih.gov/mesh/D059552"
"Phenomena and Processes","Physical Phenomena","G01","Geologic Sediments","G01.311.330","http://id.nlm.nih.gov/mesh/D019015"
"Phenomena and Processes","Physical Phenomena","G01","Geological Processes","G01.311.340","http://id.nlm.nih.gov/mesh/D055594"
"Phenomena and Processes","Physical Phenomena","G01","Avalanches","G01.311.340.111","http://id.nlm.nih.gov/mesh/D055875"
"Phenomena and Processes","Physical Phenomena","G01","Earthquakes","G01.311.340.224","http://id.nlm.nih.gov/mesh/D055866"
"Phenomena and Processes","Physical Phenomena","G01","Evolution, Planetary","G01.311.340.449","http://id.nlm.nih.gov/mesh/D019419"
"Phenomena and Processes","Physical Phenomena","G01","Landslides","G01.311.340.674","http://id.nlm.nih.gov/mesh/D055876"
"Phenomena and Processes","Physical Phenomena","G01","Tidal Waves","G01.311.340.787","http://id.nlm.nih.gov/mesh/D055871"
"Phenomena and Processes","Physical Phenomena","G01","Tsunamis","G01.311.340.843","http://id.nlm.nih.gov/mesh/D057192"
"Phenomena and Processes","Physical Phenomena","G01","Volcanic Eruptions","G01.311.340.900","http://id.nlm.nih.gov/mesh/D018707"
"Phenomena and Processes","Physical Phenomena","G01","Water Cycle","G01.311.340.950","http://id.nlm.nih.gov/mesh/D058438"
"Phenomena and Processes","Physical Phenomena","G01","Groundwater","G01.311.355","http://id.nlm.nih.gov/mesh/D060587"
"Phenomena and Processes","Physical Phenomena","G01","Natural Springs","G01.311.355.750","http://id.nlm.nih.gov/mesh/D060985"
"Phenomena and Processes","Physical Phenomena","G01","Hot Springs","G01.311.355.750.500","http://id.nlm.nih.gov/mesh/D045482"
"Phenomena and Processes","Physical Phenomena","G01","Hydrothermal Vents","G01.311.355.750.500.400","http://id.nlm.nih.gov/mesh/D060086"
"Phenomena and Processes","Physical Phenomena","G01","Water Wells","G01.311.355.875","http://id.nlm.nih.gov/mesh/D060986"
"Phenomena and Processes","Physical Phenomena","G01","Ice Cover","G01.311.400","http://id.nlm.nih.gov/mesh/D046448"
"Phenomena and Processes","Physical Phenomena","G01","Lakes","G01.311.580","http://id.nlm.nih.gov/mesh/D060106"
"Phenomena and Processes","Physical Phenomena","G01","Oceans and Seas","G01.311.625","http://id.nlm.nih.gov/mesh/D009792"
"Phenomena and Processes","Physical Phenomena","G01","Bays","G01.311.625.080","http://id.nlm.nih.gov/mesh/D061006"
"Phenomena and Processes","Physical Phenomena","G01","Estuaries","G01.311.625.540","http://id.nlm.nih.gov/mesh/D063366"
"Phenomena and Processes","Physical Phenomena","G01","Oil and Gas Fields","G01.311.687","http://id.nlm.nih.gov/mesh/D061329"
"Phenomena and Processes","Physical Phenomena","G01","Ponds","G01.311.718","http://id.nlm.nih.gov/mesh/D061005"
"Phenomena and Processes","Physical Phenomena","G01","Rivers","G01.311.750","http://id.nlm.nih.gov/mesh/D045483"
"Phenomena and Processes","Physical Phenomena","G01","Soil","G01.311.820","http://id.nlm.nih.gov/mesh/D012987"
"Phenomena and Processes","Physical Phenomena","G01","Permafrost","G01.311.820.500","http://id.nlm.nih.gov/mesh/D065946"
"Phenomena and Processes","Physical Phenomena","G01","Water Resources","G01.311.910","http://id.nlm.nih.gov/mesh/D062066"
"Phenomena and Processes","Physical Phenomena","G01","Hydrodynamics","G01.342","http://id.nlm.nih.gov/mesh/D057446"
"Phenomena and Processes","Physical Phenomena","G01","Magnetic Phenomena","G01.358","http://id.nlm.nih.gov/mesh/D060328"
"Phenomena and Processes","Physical Phenomena","G01","Electromagnetic Phenomena","G01.358.500","http://id.nlm.nih.gov/mesh/D055590"
"Phenomena and Processes","Physical Phenomena","G01","Electricity","G01.358.500.249","http://id.nlm.nih.gov/mesh/D004560"
"Phenomena and Processes","Physical Phenomena","G01","Electric Capacitance","G01.358.500.249.270","http://id.nlm.nih.gov/mesh/D025802"
"Phenomena and Processes","Physical Phenomena","G01","Electric Conductivity","G01.358.500.249.277","http://id.nlm.nih.gov/mesh/D004553"
"Phenomena and Processes","Physical Phenomena","G01","Electric Impedance","G01.358.500.249.277.350","http://id.nlm.nih.gov/mesh/D017097"
"Phenomena and Processes","Physical Phenomena","G01","Static Electricity","G01.358.500.249.820","http://id.nlm.nih.gov/mesh/D055672"
"Phenomena and Processes","Physical Phenomena","G01","Electromagnetic Fields","G01.358.500.260","http://id.nlm.nih.gov/mesh/D004574"
"Phenomena and Processes","Physical Phenomena","G01","Electromagnetic Radiation","G01.358.500.505","http://id.nlm.nih.gov/mesh/D060733"
"Phenomena and Processes","Physical Phenomena","G01","Gamma Rays","G01.358.500.505.300","http://id.nlm.nih.gov/mesh/D005720"
"Phenomena and Processes","Physical Phenomena","G01","Light","G01.358.500.505.650","http://id.nlm.nih.gov/mesh/D008027"
"Phenomena and Processes","Physical Phenomena","G01","Incandescence","G01.358.500.505.650.440","http://id.nlm.nih.gov/mesh/D049450"
"Phenomena and Processes","Physical Phenomena","G01","Infrared Rays","G01.358.500.505.650.552","http://id.nlm.nih.gov/mesh/D007259"
"Phenomena and Processes","Physical Phenomena","G01","Luminescence","G01.358.500.505.650.665","http://id.nlm.nih.gov/mesh/D049449"
"Phenomena and Processes","Physical Phenomena","G01","Fluorescence","G01.358.500.505.650.665.500","http://id.nlm.nih.gov/mesh/D005453"
"Phenomena and Processes","Physical Phenomena","G01","Photons","G01.358.500.505.650.782","http://id.nlm.nih.gov/mesh/D017785"
"Phenomena and Processes","Physical Phenomena","G01","Sunlight","G01.358.500.505.650.836","http://id.nlm.nih.gov/mesh/D013472"
"Phenomena and Processes","Physical Phenomena","G01","Ultraviolet Rays","G01.358.500.505.650.891","http://id.nlm.nih.gov/mesh/D014466"
"Phenomena and Processes","Physical Phenomena","G01","Radio Waves","G01.358.500.505.810","http://id.nlm.nih.gov/mesh/D011846"
"Phenomena and Processes","Physical Phenomena","G01","Microwaves","G01.358.500.505.810.500","http://id.nlm.nih.gov/mesh/D008872"
"Phenomena and Processes","Physical Phenomena","G01","Terahertz Radiation","G01.358.500.505.890","http://id.nlm.nih.gov/mesh/D055053"
"Phenomena and Processes","Physical Phenomena","G01","X-Rays","G01.358.500.505.970","http://id.nlm.nih.gov/mesh/D014965"
"Phenomena and Processes","Physical Phenomena","G01","Electrons","G01.358.500.750","http://id.nlm.nih.gov/mesh/D004583"
"Phenomena and Processes","Physical Phenomena","G01","Magnetic Fields","G01.358.750","http://id.nlm.nih.gov/mesh/D060526"
"Phenomena and Processes","Physical Phenomena","G01","Electromagnetic Fields","G01.358.750.500","http://id.nlm.nih.gov/mesh/D004574"
"Phenomena and Processes","Physical Phenomena","G01","Mechanical Phenomena","G01.374","http://id.nlm.nih.gov/mesh/D055595"
"Phenomena and Processes","Physical Phenomena","G01","Biomechanical Phenomena","G01.374.089","http://id.nlm.nih.gov/mesh/D001696"
"Phenomena and Processes","Physical Phenomena","G01","Compressive Strength","G01.374.180","http://id.nlm.nih.gov/mesh/D019245"
"Phenomena and Processes","Physical Phenomena","G01","Elasticity","G01.374.590","http://id.nlm.nih.gov/mesh/D004548"
"Phenomena and Processes","Physical Phenomena","G01","Compliance","G01.374.590.210","http://id.nlm.nih.gov/mesh/D003187"
"Phenomena and Processes","Physical Phenomena","G01","Elastic Modulus","G01.374.590.605","http://id.nlm.nih.gov/mesh/D055119"
"Phenomena and Processes","Physical Phenomena","G01","Friction","G01.374.618","http://id.nlm.nih.gov/mesh/D017276"
"Phenomena and Processes","Physical Phenomena","G01","Hardness","G01.374.647","http://id.nlm.nih.gov/mesh/D006244"
"Phenomena and Processes","Physical Phenomena","G01","Hardness Tests","G01.374.647.457","http://id.nlm.nih.gov/mesh/D006245"
"Phenomena and Processes","Physical Phenomena","G01","Kinetics","G01.374.661","http://id.nlm.nih.gov/mesh/D007700"
"Phenomena and Processes","Physical Phenomena","G01","Mechanical Processes","G01.374.676","http://id.nlm.nih.gov/mesh/D055596"
"Phenomena and Processes","Physical Phenomena","G01","Lifting","G01.374.676.530","http://id.nlm.nih.gov/mesh/D017770"
"Phenomena and Processes","Physical Phenomena","G01","Stress, Mechanical","G01.374.676.830","http://id.nlm.nih.gov/mesh/D013314"
"Phenomena and Processes","Physical Phenomena","G01","Torsion, Mechanical","G01.374.676.860","http://id.nlm.nih.gov/mesh/D054159"
"Phenomena and Processes","Physical Phenomena","G01","Torque","G01.374.676.860.500","http://id.nlm.nih.gov/mesh/D019415"
"Phenomena and Processes","Physical Phenomena","G01","Vibration","G01.374.676.930","http://id.nlm.nih.gov/mesh/D014732"
"Phenomena and Processes","Physical Phenomena","G01","Weight-Bearing","G01.374.676.965","http://id.nlm.nih.gov/mesh/D016474"
"Phenomena and Processes","Physical Phenomena","G01","Pliability","G01.374.705","http://id.nlm.nih.gov/mesh/D018583"
"Phenomena and Processes","Physical Phenomena","G01","Porosity","G01.374.710","http://id.nlm.nih.gov/mesh/D016062"
"Phenomena and Processes","Physical Phenomena","G01","Pressure","G01.374.715","http://id.nlm.nih.gov/mesh/D011312"
"Phenomena and Processes","Physical Phenomena","G01","Decompression","G01.374.715.250","http://id.nlm.nih.gov/mesh/D003664"
"Phenomena and Processes","Physical Phenomena","G01","Decompression, Explosive","G01.374.715.250.500","http://id.nlm.nih.gov/mesh/D019646"
"Phenomena and Processes","Physical Phenomena","G01","Hydrostatic Pressure","G01.374.715.352","http://id.nlm.nih.gov/mesh/D006874"
"Phenomena and Processes","Physical Phenomena","G01","Osmotic Pressure","G01.374.715.578","http://id.nlm.nih.gov/mesh/D009997"
"Phenomena and Processes","Physical Phenomena","G01","Partial Pressure","G01.374.715.714","http://id.nlm.nih.gov/mesh/D010313"
"Phenomena and Processes","Physical Phenomena","G01","Vacuum","G01.374.715.902","http://id.nlm.nih.gov/mesh/D014618"
"Phenomena and Processes","Physical Phenomena","G01","Vapor Pressure","G01.374.715.951","http://id.nlm.nih.gov/mesh/D055548"
"Phenomena and Processes","Physical Phenomena","G01","Shear Strength","G01.374.820","http://id.nlm.nih.gov/mesh/D033081"
"Phenomena and Processes","Physical Phenomena","G01","Tensile Strength","G01.374.850","http://id.nlm.nih.gov/mesh/D013718"
"Phenomena and Processes","Physical Phenomena","G01","Optical Phenomena","G01.590","http://id.nlm.nih.gov/mesh/D055620"
"Phenomena and Processes","Physical Phenomena","G01","Anisotropy","G01.590.040","http://id.nlm.nih.gov/mesh/D016880"
"Phenomena and Processes","Physical Phenomena","G01","Birefringence","G01.590.080","http://id.nlm.nih.gov/mesh/D001718"
"Phenomena and Processes","Physical Phenomena","G01","Light","G01.590.540","http://id.nlm.nih.gov/mesh/D008027"
"Phenomena and Processes","Physical Phenomena","G01","Color","G01.590.540.199","http://id.nlm.nih.gov/mesh/D003116"
"Phenomena and Processes","Physical Phenomena","G01","Darkness","G01.590.540.233","http://id.nlm.nih.gov/mesh/D003624"
"Phenomena and Processes","Physical Phenomena","G01","Glare","G01.590.540.333","http://id.nlm.nih.gov/mesh/D019466"
"Phenomena and Processes","Physical Phenomena","G01","Incandescence","G01.590.540.440","http://id.nlm.nih.gov/mesh/D049450"
"Phenomena and Processes","Physical Phenomena","G01","Infrared Rays","G01.590.540.552","http://id.nlm.nih.gov/mesh/D007259"
"Phenomena and Processes","Physical Phenomena","G01","Luminescence","G01.590.540.665","http://id.nlm.nih.gov/mesh/D049449"
"Phenomena and Processes","Physical Phenomena","G01","Fluorescence","G01.590.540.665.500","http://id.nlm.nih.gov/mesh/D005453"
"Phenomena and Processes","Physical Phenomena","G01","Photons","G01.590.540.782","http://id.nlm.nih.gov/mesh/D017785"
"Phenomena and Processes","Physical Phenomena","G01","Ultraviolet Rays","G01.590.540.891","http://id.nlm.nih.gov/mesh/D014466"
"Phenomena and Processes","Physical Phenomena","G01","Optical Processes","G01.590.770","http://id.nlm.nih.gov/mesh/D055621"
"Phenomena and Processes","Physical Phenomena","G01","Optical Rotation","G01.590.770.640","http://id.nlm.nih.gov/mesh/D009904"
"Phenomena and Processes","Physical Phenomena","G01","Refraction, Ocular","G01.590.770.760","http://id.nlm.nih.gov/mesh/D012029"
"Phenomena and Processes","Physical Phenomena","G01","Physical Processes","G01.595","http://id.nlm.nih.gov/mesh/D055586"
"Phenomena and Processes","Physical Phenomena","G01","Absorption","G01.595.014","http://id.nlm.nih.gov/mesh/D000042"
"Phenomena and Processes","Physical Phenomena","G01","Absorption, Physicochemical","G01.595.014.249","http://id.nlm.nih.gov/mesh/D065966"
"Phenomena and Processes","Physical Phenomena","G01","Absorption, Radiation","G01.595.014.249.500","http://id.nlm.nih.gov/mesh/D065638"
"Phenomena and Processes","Physical Phenomena","G01","Adsorption","G01.595.037","http://id.nlm.nih.gov/mesh/D000327"
"Phenomena and Processes","Physical Phenomena","G01","Astronomical Processes","G01.595.060","http://id.nlm.nih.gov/mesh/D055588"
"Phenomena and Processes","Physical Phenomena","G01","Cosmic Radiation","G01.595.060.134","http://id.nlm.nih.gov/mesh/D003359"
"Phenomena and Processes","Physical Phenomena","G01","Evolution, Planetary","G01.595.060.270","http://id.nlm.nih.gov/mesh/D019419"
"Phenomena and Processes","Physical Phenomena","G01","Evolution, Chemical","G01.595.060.270.500","http://id.nlm.nih.gov/mesh/D019418"
"Phenomena and Processes","Physical Phenomena","G01","Gravitation","G01.595.060.535","http://id.nlm.nih.gov/mesh/D006112"
"Phenomena and Processes","Physical Phenomena","G01","Gravity, Altered","G01.595.060.535.369","http://id.nlm.nih.gov/mesh/D018470"
"Phenomena and Processes","Physical Phenomena","G01","Hypergravity","G01.595.060.535.369.300","http://id.nlm.nih.gov/mesh/D018471"
"Phenomena and Processes","Physical Phenomena","G01","Hypogravity","G01.595.060.535.369.400","http://id.nlm.nih.gov/mesh/D018472"
"Phenomena and Processes","Physical Phenomena","G01","Weightlessness","G01.595.060.535.369.400.900","http://id.nlm.nih.gov/mesh/D014893"
"Phenomena and Processes","Physical Phenomena","G01","Solar Activity","G01.595.060.800","http://id.nlm.nih.gov/mesh/D019445"
"Phenomena and Processes","Physical Phenomena","G01","Biophysical Processes","G01.595.100","http://id.nlm.nih.gov/mesh/D055597"
"Phenomena and Processes","Physical Phenomena","G01","Energy Transfer","G01.595.100.240","http://id.nlm.nih.gov/mesh/D004735"
"Phenomena and Processes","Physical Phenomena","G01","Fluorescence Resonance Energy Transfer","G01.595.100.240.280","http://id.nlm.nih.gov/mesh/D031541"
"Phenomena and Processes","Physical Phenomena","G01","Linear Energy Transfer","G01.595.100.240.400","http://id.nlm.nih.gov/mesh/D018499"
"Phenomena and Processes","Physical Phenomena","G01","Facilitated Diffusion","G01.595.100.280","http://id.nlm.nih.gov/mesh/D055459"
"Phenomena and Processes","Physical Phenomena","G01","Mechanotransduction, Cellular","G01.595.100.440","http://id.nlm.nih.gov/mesh/D040542"
"Phenomena and Processes","Physical Phenomena","G01","Osmosis","G01.595.100.600","http://id.nlm.nih.gov/mesh/D009995"
"Phenomena and Processes","Physical Phenomena","G01","Protein Folding","G01.595.100.640","http://id.nlm.nih.gov/mesh/D017510"
"Phenomena and Processes","Physical Phenomena","G01","Protein Refolding","G01.595.100.640.501","http://id.nlm.nih.gov/mesh/D058849"
"Phenomena and Processes","Physical Phenomena","G01","Protein Unfolding","G01.595.100.640.750","http://id.nlm.nih.gov/mesh/D058767"
"Phenomena and Processes","Physical Phenomena","G01","Protein Denaturation","G01.595.100.640.750.500","http://id.nlm.nih.gov/mesh/D011489"
"Phenomena and Processes","Physical Phenomena","G01","RNA Folding","G01.595.100.820","http://id.nlm.nih.gov/mesh/D059370"
"Phenomena and Processes","Physical Phenomena","G01","Diffusion","G01.595.200","http://id.nlm.nih.gov/mesh/D004058"
"Phenomena and Processes","Physical Phenomena","G01","Facilitated Diffusion","G01.595.200.374","http://id.nlm.nih.gov/mesh/D055459"
"Phenomena and Processes","Physical Phenomena","G01","Thermal Diffusion","G01.595.200.750","http://id.nlm.nih.gov/mesh/D055471"
"Phenomena and Processes","Physical Phenomena","G01","Doppler Effect","G01.595.210","http://id.nlm.nih.gov/mesh/D004301"
"Phenomena and Processes","Physical Phenomena","G01","Elementary Particle Interactions","G01.595.240","http://id.nlm.nih.gov/mesh/D019471"
"Phenomena and Processes","Physical Phenomena","G01","Filtration","G01.595.280","http://id.nlm.nih.gov/mesh/D005374"
"Phenomena and Processes","Physical Phenomena","G01","Ultrafiltration","G01.595.280.807","http://id.nlm.nih.gov/mesh/D014462"
"Phenomena and Processes","Physical Phenomena","G01","Geological Processes","G01.595.340","http://id.nlm.nih.gov/mesh/D055594"
"Phenomena and Processes","Physical Phenomena","G01","Avalanches","G01.595.340.111","http://id.nlm.nih.gov/mesh/D055875"
"Phenomena and Processes","Physical Phenomena","G01","Earthquakes","G01.595.340.224","http://id.nlm.nih.gov/mesh/D055866"
"Phenomena and Processes","Physical Phenomena","G01","Evolution, Planetary","G01.595.340.449","http://id.nlm.nih.gov/mesh/D019419"
"Phenomena and Processes","Physical Phenomena","G01","Landslides","G01.595.340.674","http://id.nlm.nih.gov/mesh/D055876"
"Phenomena and Processes","Physical Phenomena","G01","Tsunamis","G01.595.340.787","http://id.nlm.nih.gov/mesh/D057192"
"Phenomena and Processes","Physical Phenomena","G01","Volcanic Eruptions","G01.595.340.900","http://id.nlm.nih.gov/mesh/D018707"
"Phenomena and Processes","Physical Phenomena","G01","Mechanical Processes","G01.595.540","http://id.nlm.nih.gov/mesh/D055596"
"Phenomena and Processes","Physical Phenomena","G01","Lifting","G01.595.540.530","http://id.nlm.nih.gov/mesh/D017770"
"Phenomena and Processes","Physical Phenomena","G01","Stress, Mechanical","G01.595.540.830","http://id.nlm.nih.gov/mesh/D013314"
"Phenomena and Processes","Physical Phenomena","G01","Torsion, Mechanical","G01.595.540.860","http://id.nlm.nih.gov/mesh/D054159"
"Phenomena and Processes","Physical Phenomena","G01","Torque","G01.595.540.860.500","http://id.nlm.nih.gov/mesh/D019415"
"Phenomena and Processes","Physical Phenomena","G01","Vibration","G01.595.540.930","http://id.nlm.nih.gov/mesh/D014732"
"Phenomena and Processes","Physical Phenomena","G01","Weight-Bearing","G01.595.540.965","http://id.nlm.nih.gov/mesh/D016474"
"Phenomena and Processes","Physical Phenomena","G01","Motion","G01.595.560","http://id.nlm.nih.gov/mesh/D009038"
"Phenomena and Processes","Physical Phenomena","G01","Acceleration","G01.595.560.107","http://id.nlm.nih.gov/mesh/D000054"
"Phenomena and Processes","Physical Phenomena","G01","Deceleration","G01.595.560.107.373","http://id.nlm.nih.gov/mesh/D003654"
"Phenomena and Processes","Physical Phenomena","G01","Coriolis Force","G01.595.560.311","http://id.nlm.nih.gov/mesh/D003312"
"Phenomena and Processes","Physical Phenomena","G01","Pulsatile Flow","G01.595.560.620","http://id.nlm.nih.gov/mesh/D011673"
"Phenomena and Processes","Physical Phenomena","G01","Rotation","G01.595.560.703","http://id.nlm.nih.gov/mesh/D012399"
"Phenomena and Processes","Physical Phenomena","G01","Nuclear Energy","G01.595.630","http://id.nlm.nih.gov/mesh/D009678"
"Phenomena and Processes","Physical Phenomena","G01","Nuclear Fission","G01.595.630.485","http://id.nlm.nih.gov/mesh/D009680"
"Phenomena and Processes","Physical Phenomena","G01","Nuclear Fusion","G01.595.630.652","http://id.nlm.nih.gov/mesh/D009681"
"Phenomena and Processes","Physical Phenomena","G01","Optical Processes","G01.595.640","http://id.nlm.nih.gov/mesh/D055621"
"Phenomena and Processes","Physical Phenomena","G01","Optical Rotation","G01.595.640.640","http://id.nlm.nih.gov/mesh/D009904"
"Phenomena and Processes","Physical Phenomena","G01","Refraction, Ocular","G01.595.640.760","http://id.nlm.nih.gov/mesh/D012029"
"Phenomena and Processes","Physical Phenomena","G01","Phase Transition","G01.595.680","http://id.nlm.nih.gov/mesh/D044367"
"Phenomena and Processes","Physical Phenomena","G01","Freezing","G01.595.680.500","http://id.nlm.nih.gov/mesh/D005615"
"Phenomena and Processes","Physical Phenomena","G01","Vitrification","G01.595.680.625","http://id.nlm.nih.gov/mesh/D058989"
"Phenomena and Processes","Physical Phenomena","G01","Volatilization","G01.595.680.750","http://id.nlm.nih.gov/mesh/D014835"
"Phenomena and Processes","Physical Phenomena","G01","Radioactivity","G01.595.815","http://id.nlm.nih.gov/mesh/D011851"
"Phenomena and Processes","Physical Phenomena","G01","Scattering, Radiation","G01.595.861","http://id.nlm.nih.gov/mesh/D012542"
"Phenomena and Processes","Physical Phenomena","G01","Neutron Diffraction","G01.595.861.650","http://id.nlm.nih.gov/mesh/D033363"
"Phenomena and Processes","Physical Phenomena","G01","Scattering, Small Angle","G01.595.861.755","http://id.nlm.nih.gov/mesh/D053838"
"Phenomena and Processes","Physical Phenomena","G01","X-Ray Diffraction","G01.595.861.950","http://id.nlm.nih.gov/mesh/D014961"
"Phenomena and Processes","Physical Phenomena","G01","Radiation","G01.750","http://id.nlm.nih.gov/mesh/D011827"
