category,topic,tree_header,term,tree_number,descriptor_id
Phenomena and Processes,Metabolic Phenomena,G03,Glycogenolysis,G03.495.256.625,http://id.nlm.nih.gov/mesh/D050261
Phenomena and Processes,Metabolic Phenomena,G03,Glycolysis,G03.495.256.750,http://id.nlm.nih.gov/mesh/D006019
Phenomena and Processes,Metabolic Phenomena,G03,Glycosylation,G03.495.256.812,http://id.nlm.nih.gov/mesh/D006031
Phenomena and Processes,Metabolic Phenomena,G03,Pentose Phosphate Pathway,G03.495.256.875,http://id.nlm.nih.gov/mesh/D010427
Phenomena and Processes,Metabolic Phenomena,G03,Photosynthesis,G03.495.256.937,http://id.nlm.nih.gov/mesh/D010788
Phenomena and Processes,Metabolic Phenomena,G03,Photophosphorylation,G03.495.256.937.700,http://id.nlm.nih.gov/mesh/D010785
Phenomena and Processes,Metabolic Phenomena,G03,Cell Respiration,G03.495.278,http://id.nlm.nih.gov/mesh/D019069
Phenomena and Processes,Metabolic Phenomena,G03,Cell Hypoxia,G03.495.278.300,http://id.nlm.nih.gov/mesh/D015687
Phenomena and Processes,Metabolic Phenomena,G03,Respiratory Burst,G03.495.278.620,http://id.nlm.nih.gov/mesh/D016897
Phenomena and Processes,Metabolic Phenomena,G03,Cyclization,G03.495.300,http://id.nlm.nih.gov/mesh/D003500
Phenomena and Processes,Metabolic Phenomena,G03,Dealkylation,G03.495.305,http://id.nlm.nih.gov/mesh/D003640
Phenomena and Processes,Metabolic Phenomena,G03,Deamination,G03.495.310,http://id.nlm.nih.gov/mesh/D003641
Phenomena and Processes,Metabolic Phenomena,G03,Decarboxylation,G03.495.315,http://id.nlm.nih.gov/mesh/D003653
Phenomena and Processes,Metabolic Phenomena,G03,Dimerization,G03.495.320,http://id.nlm.nih.gov/mesh/D019281
Phenomena and Processes,Metabolic Phenomena,G03,Energy Metabolism,G03.495.335,http://id.nlm.nih.gov/mesh/D004734
Phenomena and Processes,Metabolic Phenomena,G03,Basal Metabolism,G03.495.335.154,http://id.nlm.nih.gov/mesh/D001481
Phenomena and Processes,Metabolic Phenomena,G03,Citric Acid Cycle,G03.495.335.342,http://id.nlm.nih.gov/mesh/D002952
Phenomena and Processes,Metabolic Phenomena,G03,Glycolysis,G03.495.335.436,http://id.nlm.nih.gov/mesh/D006019
Phenomena and Processes,Metabolic Phenomena,G03,Oxidation-Reduction,G03.495.335.531,http://id.nlm.nih.gov/mesh/D010084
Phenomena and Processes,Metabolic Phenomena,G03,Electron Transport,G03.495.335.531.403,http://id.nlm.nih.gov/mesh/D004579
Phenomena and Processes,Metabolic Phenomena,G03,Lipid Peroxidation,G03.495.335.531.587,http://id.nlm.nih.gov/mesh/D015227
Phenomena and Processes,Metabolic Phenomena,G03,Oxidative Phosphorylation,G03.495.335.631,http://id.nlm.nih.gov/mesh/D010085
Phenomena and Processes,Metabolic Phenomena,G03,Pentose Phosphate Pathway,G03.495.335.693,http://id.nlm.nih.gov/mesh/D010427
Phenomena and Processes,Metabolic Phenomena,G03,Photophosphorylation,G03.495.335.724,http://id.nlm.nih.gov/mesh/D010785
Phenomena and Processes,Metabolic Phenomena,G03,Proton-Motive Force,G03.495.335.770,http://id.nlm.nih.gov/mesh/D018892
Phenomena and Processes,Metabolic Phenomena,G03,"Membrane Potential, Mitochondrial",G03.495.335.770.500,http://id.nlm.nih.gov/mesh/D053078
Phenomena and Processes,Metabolic Phenomena,G03,Substrate Cycling,G03.495.335.835,http://id.nlm.nih.gov/mesh/D015219
Phenomena and Processes,Metabolic Phenomena,G03,Enterohepatic Circulation,G03.495.355,http://id.nlm.nih.gov/mesh/D004764
Phenomena and Processes,Metabolic Phenomena,G03,Intestinal Reabsorption,G03.495.355.500,http://id.nlm.nih.gov/mesh/D065628
Phenomena and Processes,Metabolic Phenomena,G03,Enzyme Activation,G03.495.368,http://id.nlm.nih.gov/mesh/D004789
Phenomena and Processes,Metabolic Phenomena,G03,Esterification,G03.495.475,http://id.nlm.nih.gov/mesh/D004951
Phenomena and Processes,Metabolic Phenomena,G03,Halogenation,G03.495.496,http://id.nlm.nih.gov/mesh/D054879
Phenomena and Processes,Metabolic Phenomena,G03,Heterotrophic Processes,G03.495.505,http://id.nlm.nih.gov/mesh/D052836
Phenomena and Processes,Metabolic Phenomena,G03,Hydrogenation,G03.495.506,http://id.nlm.nih.gov/mesh/D006865
Phenomena and Processes,Metabolic Phenomena,G03,Hydrolysis,G03.495.508,http://id.nlm.nih.gov/mesh/D006868
Phenomena and Processes,Metabolic Phenomena,G03,Hydroxylation,G03.495.510,http://id.nlm.nih.gov/mesh/D006900
Phenomena and Processes,Metabolic Phenomena,G03,Lipid Metabolism,G03.495.520,http://id.nlm.nih.gov/mesh/D050356
Phenomena and Processes,Metabolic Phenomena,G03,Lipogenesis,G03.495.520.249,http://id.nlm.nih.gov/mesh/D050155
Phenomena and Processes,Metabolic Phenomena,G03,Lipolysis,G03.495.520.500,http://id.nlm.nih.gov/mesh/D008066
Phenomena and Processes,Metabolic Phenomena,G03,Lipid Mobilization,G03.495.520.500.500,http://id.nlm.nih.gov/mesh/D008053
Phenomena and Processes,Metabolic Phenomena,G03,Lipoylation,G03.495.520.875,http://id.nlm.nih.gov/mesh/D054878
Phenomena and Processes,Metabolic Phenomena,G03,Metabolic Networks and Pathways,G03.495.553,http://id.nlm.nih.gov/mesh/D053858
Phenomena and Processes,Metabolic Phenomena,G03,Biosynthetic Pathways,G03.495.553.100,http://id.nlm.nih.gov/mesh/D053898
Phenomena and Processes,Metabolic Phenomena,G03,Citric Acid Cycle,G03.495.553.170,http://id.nlm.nih.gov/mesh/D002952
Phenomena and Processes,Metabolic Phenomena,G03,Electron Transport,G03.495.553.350,http://id.nlm.nih.gov/mesh/D004579
Phenomena and Processes,Metabolic Phenomena,G03,Glycolysis,G03.495.553.360,http://id.nlm.nih.gov/mesh/D006019
Phenomena and Processes,Metabolic Phenomena,G03,Kallikrein-Kinin System,G03.495.553.485,http://id.nlm.nih.gov/mesh/D016234
Phenomena and Processes,Metabolic Phenomena,G03,MAP Kinase Signaling System,G03.495.553.560,http://id.nlm.nih.gov/mesh/D020935
Phenomena and Processes,Metabolic Phenomena,G03,Pentose Phosphate Pathway,G03.495.553.695,http://id.nlm.nih.gov/mesh/D010427
Phenomena and Processes,Metabolic Phenomena,G03,Photosynthesis,G03.495.553.700,http://id.nlm.nih.gov/mesh/D010788
Phenomena and Processes,Metabolic Phenomena,G03,Protein Interaction Maps,G03.495.553.750,http://id.nlm.nih.gov/mesh/D060066
Phenomena and Processes,Metabolic Phenomena,G03,Secondary Metabolism,G03.495.553.875,http://id.nlm.nih.gov/mesh/D064210
Phenomena and Processes,Metabolic Phenomena,G03,Nitrosation,G03.495.655,http://id.nlm.nih.gov/mesh/D015538
Phenomena and Processes,Metabolic Phenomena,G03,Oxidative Stress,G03.495.710,http://id.nlm.nih.gov/mesh/D018384
Phenomena and Processes,Metabolic Phenomena,G03,Endoplasmic Reticulum Stress,G03.495.710.344,http://id.nlm.nih.gov/mesh/D059865
Phenomena and Processes,Metabolic Phenomena,G03,Protein Carbonylation,G03.495.710.690,http://id.nlm.nih.gov/mesh/D050050
Phenomena and Processes,Metabolic Phenomena,G03,Peptide Biosynthesis,G03.495.770,http://id.nlm.nih.gov/mesh/D010452
Phenomena and Processes,Metabolic Phenomena,G03,Aminoacylation,G03.495.770.050,http://id.nlm.nih.gov/mesh/D049148
Phenomena and Processes,Metabolic Phenomena,G03,Transfer RNA Aminoacylation,G03.495.770.050.860,http://id.nlm.nih.gov/mesh/D046249
Phenomena and Processes,Metabolic Phenomena,G03,"Peptide Biosynthesis, Nucleic Acid-Independent",G03.495.770.333,http://id.nlm.nih.gov/mesh/D046908
Phenomena and Processes,Metabolic Phenomena,G03,Protein Biosynthesis,G03.495.770.871,http://id.nlm.nih.gov/mesh/D014176
Phenomena and Processes,Metabolic Phenomena,G03,"Frameshifting, Ribosomal",G03.495.770.871.200,http://id.nlm.nih.gov/mesh/D018965
Phenomena and Processes,Metabolic Phenomena,G03,"Peptide Chain Elongation, Translational",G03.495.770.871.640,http://id.nlm.nih.gov/mesh/D010441
Phenomena and Processes,Metabolic Phenomena,G03,"Peptide Chain Initiation, Translational",G03.495.770.871.650,http://id.nlm.nih.gov/mesh/D010442
Phenomena and Processes,Metabolic Phenomena,G03,"Peptide Chain Termination, Translational",G03.495.770.871.720,http://id.nlm.nih.gov/mesh/D010443
Phenomena and Processes,Metabolic Phenomena,G03,"Protein Modification, Translational",G03.495.770.871.790,http://id.nlm.nih.gov/mesh/D046188
Phenomena and Processes,Metabolic Phenomena,G03,"Protein Processing, Post-Translational",G03.495.770.871.790.600,http://id.nlm.nih.gov/mesh/D011499
Phenomena and Processes,Metabolic Phenomena,G03,Protein Prenylation,G03.495.770.871.790.600.400,http://id.nlm.nih.gov/mesh/D017368
Phenomena and Processes,Metabolic Phenomena,G03,Protein Splicing,G03.495.770.871.790.600.700,http://id.nlm.nih.gov/mesh/D019154
Phenomena and Processes,Metabolic Phenomena,G03,Ubiquitination,G03.495.770.871.790.600.831,http://id.nlm.nih.gov/mesh/D054875
Phenomena and Processes,Metabolic Phenomena,G03,Sumoylation,G03.495.770.871.790.600.831.500,http://id.nlm.nih.gov/mesh/D058207
Phenomena and Processes,Metabolic Phenomena,G03,Unfolded Protein Response,G03.495.770.871.790.600.850,http://id.nlm.nih.gov/mesh/D056811
Phenomena and Processes,Metabolic Phenomena,G03,Endoplasmic Reticulum-Associated Degradation,G03.495.770.871.790.600.850.500,http://id.nlm.nih.gov/mesh/D060746
Phenomena and Processes,Metabolic Phenomena,G03,Transfer RNA Aminoacylation,G03.495.770.871.850,http://id.nlm.nih.gov/mesh/D046249
Phenomena and Processes,Metabolic Phenomena,G03,Phosphorylation,G03.495.790,http://id.nlm.nih.gov/mesh/D010766
Phenomena and Processes,Metabolic Phenomena,G03,Oxidative Phosphorylation,G03.495.790.550,http://id.nlm.nih.gov/mesh/D010085
Phenomena and Processes,Metabolic Phenomena,G03,Photophosphorylation,G03.495.790.605,http://id.nlm.nih.gov/mesh/D010785
Phenomena and Processes,Metabolic Phenomena,G03,Phototrophic Processes,G03.495.795,http://id.nlm.nih.gov/mesh/D052817
Phenomena and Processes,Metabolic Phenomena,G03,Photosynthesis,G03.495.795.700,http://id.nlm.nih.gov/mesh/D010788
Phenomena and Processes,Metabolic Phenomena,G03,Photophosphorylation,G03.495.795.700.700,http://id.nlm.nih.gov/mesh/D010785
Phenomena and Processes,Metabolic Phenomena,G03,Prenylation,G03.495.797,http://id.nlm.nih.gov/mesh/D054876
Phenomena and Processes,Metabolic Phenomena,G03,Protein Prenylation,G03.495.797.500,http://id.nlm.nih.gov/mesh/D017368
Phenomena and Processes,Metabolic Phenomena,G03,Protein Binding,G03.495.800,http://id.nlm.nih.gov/mesh/D011485
Phenomena and Processes,Metabolic Phenomena,G03,Proteolysis,G03.495.802,http://id.nlm.nih.gov/mesh/D059748
Phenomena and Processes,Metabolic Phenomena,G03,Renin-Angiotensin System,G03.495.805,http://id.nlm.nih.gov/mesh/D012084
Phenomena and Processes,Metabolic Phenomena,G03,"RNA Processing, Post-Transcriptional",G03.495.839,http://id.nlm.nih.gov/mesh/D012323
Phenomena and Processes,Metabolic Phenomena,G03,Nonsense Mediated mRNA Decay,G03.495.839.112,http://id.nlm.nih.gov/mesh/D059365
Phenomena and Processes,Metabolic Phenomena,G03,RNA 3' End Processing,G03.495.839.225,http://id.nlm.nih.gov/mesh/D026721
Phenomena and Processes,Metabolic Phenomena,G03,Polyadenylation,G03.495.839.225.710,http://id.nlm.nih.gov/mesh/D026723
Phenomena and Processes,Metabolic Phenomena,G03,RNA Editing,G03.495.839.250,http://id.nlm.nih.gov/mesh/D017393
Phenomena and Processes,Metabolic Phenomena,G03,RNA Splicing,G03.495.839.700,http://id.nlm.nih.gov/mesh/D012326
Phenomena and Processes,Metabolic Phenomena,G03,Alternative Splicing,G03.495.839.700.100,http://id.nlm.nih.gov/mesh/D017398
Phenomena and Processes,Metabolic Phenomena,G03,Trans-Splicing,G03.495.839.700.750,http://id.nlm.nih.gov/mesh/D020040
Phenomena and Processes,Metabolic Phenomena,G03,Secretory Rate,G03.495.873,http://id.nlm.nih.gov/mesh/D012636
Phenomena and Processes,Metabolic Phenomena,G03,Metabolome,G03.500,http://id.nlm.nih.gov/mesh/D055442
Phenomena and Processes,Metabolic Phenomena,G03,Osmoregulation,G03.615,http://id.nlm.nih.gov/mesh/D064587
Phenomena and Processes,Metabolic Phenomena,G03,Water-Electrolyte Balance,G03.615.500,http://id.nlm.nih.gov/mesh/D014882
Phenomena and Processes,Metabolic Phenomena,G03,Kallikrein-Kinin System,G03.615.500.500,http://id.nlm.nih.gov/mesh/D016234
Phenomena and Processes,Metabolic Phenomena,G03,"Water Loss, Insensible",G03.615.500.750,http://id.nlm.nih.gov/mesh/D014870
Phenomena and Processes,Metabolic Phenomena,G03,Oxygen Consumption,G03.730,http://id.nlm.nih.gov/mesh/D010101
Phenomena and Processes,Metabolic Phenomena,G03,Anaerobic Threshold,G03.730.110,http://id.nlm.nih.gov/mesh/D015308
Phenomena and Processes,Metabolic Phenomena,G03,Metabolic Equivalent,G03.730.365,http://id.nlm.nih.gov/mesh/D055686
Phenomena and Processes,Metabolic Phenomena,G03,Pharmacokinetics,G03.787,http://id.nlm.nih.gov/mesh/D010599
Phenomena and Processes,Metabolic Phenomena,G03,Absorption,G03.787.024,http://id.nlm.nih.gov/mesh/D000042
Phenomena and Processes,Metabolic Phenomena,G03,"Absorption, Physiological",G03.787.024.500,http://id.nlm.nih.gov/mesh/D065567
Phenomena and Processes,Metabolic Phenomena,G03,Gastrointestinal Absorption,G03.787.024.500.374,http://id.nlm.nih.gov/mesh/D065569
Phenomena and Processes,Metabolic Phenomena,G03,Gastric Absorption,G03.787.024.500.374.249,http://id.nlm.nih.gov/mesh/D065570
Phenomena and Processes,Metabolic Phenomena,G03,Intestinal Absorption,G03.787.024.500.374.500,http://id.nlm.nih.gov/mesh/D007408
Phenomena and Processes,Metabolic Phenomena,G03,Intestinal Reabsorption,G03.787.024.500.374.500.500,http://id.nlm.nih.gov/mesh/D065628
Phenomena and Processes,Metabolic Phenomena,G03,Oral Mucosal Absorption,G03.787.024.500.374.650,http://id.nlm.nih.gov/mesh/D065568
Phenomena and Processes,Metabolic Phenomena,G03,Rectal Absorption,G03.787.024.500.374.825,http://id.nlm.nih.gov/mesh/D065590
Phenomena and Processes,Metabolic Phenomena,G03,Intramuscular Absorption,G03.787.024.500.562,http://id.nlm.nih.gov/mesh/D065586
Phenomena and Processes,Metabolic Phenomena,G03,Ocular Absorption,G03.787.024.500.656,http://id.nlm.nih.gov/mesh/D065587
Phenomena and Processes,Metabolic Phenomena,G03,Peritoneal Absorption,G03.787.024.500.667,http://id.nlm.nih.gov/mesh/D065629
Phenomena and Processes,Metabolic Phenomena,G03,Renal Reabsorption,G03.787.024.500.679,http://id.nlm.nih.gov/mesh/D065608
Phenomena and Processes,Metabolic Phenomena,G03,Respiratory Tract Absorption,G03.787.024.500.703,http://id.nlm.nih.gov/mesh/D065589
Phenomena and Processes,Metabolic Phenomena,G03,Nasal Absorption,G03.787.024.500.703.500,http://id.nlm.nih.gov/mesh/D065588
Phenomena and Processes,Metabolic Phenomena,G03,Skin Absorption,G03.787.024.500.750,http://id.nlm.nih.gov/mesh/D012869
Phenomena and Processes,Metabolic Phenomena,G03,Subcutaneous Absorption,G03.787.024.500.875,http://id.nlm.nih.gov/mesh/D065566
Phenomena and Processes,Metabolic Phenomena,G03,Vaginal Absorption,G03.787.024.500.937,http://id.nlm.nih.gov/mesh/D066228
Phenomena and Processes,Metabolic Phenomena,G03,Area Under Curve,G03.787.101,http://id.nlm.nih.gov/mesh/D019540
Phenomena and Processes,Metabolic Phenomena,G03,Biological Availability,G03.787.151,http://id.nlm.nih.gov/mesh/D001682
Phenomena and Processes,Metabolic Phenomena,G03,Biotransformation,G03.787.225,http://id.nlm.nih.gov/mesh/D001711
Phenomena and Processes,Metabolic Phenomena,G03,"Activation, Metabolic",G03.787.225.224,http://id.nlm.nih.gov/mesh/D065767
Phenomena and Processes,Metabolic Phenomena,G03,"Inactivation, Metabolic",G03.787.225.450,http://id.nlm.nih.gov/mesh/D008658
Phenomena and Processes,Metabolic Phenomena,G03,"Metabolic Detoxication, Phase I",G03.787.225.450.500,http://id.nlm.nih.gov/mesh/D050216
Phenomena and Processes,Metabolic Phenomena,G03,"Metabolic Detoxication, Phase II",G03.787.225.450.750,http://id.nlm.nih.gov/mesh/D050217
Phenomena and Processes,Metabolic Phenomena,G03,Metabolic Clearance Rate,G03.787.225.640,http://id.nlm.nih.gov/mesh/D008657
Phenomena and Processes,Metabolic Phenomena,G03,Cutaneous Elimination,G03.787.273,http://id.nlm.nih.gov/mesh/D066238
Phenomena and Processes,Metabolic Phenomena,G03,Drug Liberation,G03.787.321,http://id.nlm.nih.gov/mesh/D065546
Phenomena and Processes,Metabolic Phenomena,G03,Hepatobiliary Elimination,G03.787.380,http://id.nlm.nih.gov/mesh/D065669
Phenomena and Processes,Metabolic Phenomena,G03,Intestinal Elimination,G03.787.383,http://id.nlm.nih.gov/mesh/D066237
Phenomena and Processes,Metabolic Phenomena,G03,Lacrimal Elimination,G03.787.387,http://id.nlm.nih.gov/mesh/D066234
Phenomena and Processes,Metabolic Phenomena,G03,Lacteal Elimination,G03.787.391,http://id.nlm.nih.gov/mesh/D066239
Phenomena and Processes,Metabolic Phenomena,G03,Pulmonary Elimination,G03.787.395,http://id.nlm.nih.gov/mesh/D066232
Phenomena and Processes,Metabolic Phenomena,G03,Renal Elimination,G03.787.410,http://id.nlm.nih.gov/mesh/D065667
Phenomena and Processes,Metabolic Phenomena,G03,Salivary Elimination,G03.787.440,http://id.nlm.nih.gov/mesh/D065787
Phenomena and Processes,Metabolic Phenomena,G03,Therapeutic Equivalency,G03.787.559,http://id.nlm.nih.gov/mesh/D013810
Phenomena and Processes,Metabolic Phenomena,G03,Tissue Distribution,G03.787.917,http://id.nlm.nih.gov/mesh/D014018
Phenomena and Processes,Metabolic Phenomena,G03,Toxicokinetics,G03.787.958,http://id.nlm.nih.gov/mesh/D066007
Phenomena and Processes,Genetic Phenomena,G05,Genetic Phenomena,G05,http://id.nlm.nih.gov/mesh/D055614
Phenomena and Processes,Genetic Phenomena,G05,Consanguinity,G05.180,http://id.nlm.nih.gov/mesh/D003241
Phenomena and Processes,Genetic Phenomena,G05,DNA Transformation Competence,G05.232,http://id.nlm.nih.gov/mesh/D061269
Phenomena and Processes,Genetic Phenomena,G05,Founder Effect,G05.285,http://id.nlm.nih.gov/mesh/D018703
Phenomena and Processes,Genetic Phenomena,G05,Gene Frequency,G05.330,http://id.nlm.nih.gov/mesh/D005787
Phenomena and Processes,Genetic Phenomena,G05,Gene Flow,G05.330.159,http://id.nlm.nih.gov/mesh/D051456
